id,post_time,media_url,media_type,caption,status,posted_at,instagram_post_id,threads_status,threads_posted_at,threads_post_id
19,2026-08-17 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/17_souji.mp4,REELS,"掃除と運気の話はよく聞きますが、
順番の話はあまり出てこないので書きます。

1. 上から下へ
ホコリは落ちます。床を先にやると二度手間です。

2. 奥から手前へ
出口に向かって進めると、通った場所を汚しません。

3. 水まわりを最後に
いちばん汚れるので、道具を洗って終われます。

風水では、水まわりが要と言われてきました。
台所・お風呂・トイレ・洗面所。
水は流れるものなので、滞ると良くないとされています。

これは言い伝えでもありますが、
実際に水まわりは放っておくといちばん傷む場所です。
先人の観察は、だいたい理にかなっています。

今日、どこか1か所だけやりませんか。

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",cancelled,,公開されず日付超過のため取りやめ(8/20),failed,2026-08-17 21:05:01,メディア処理エラー
20,2026-08-18 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/18_kinoe.mp4,REELS,"今日 8/18（火）は、一粒万倍日と甲子の日が重なります。

甲子（きのえね）は、十干十二支のいちばん最初の組み合わせ。
60日でひと回りする暦の、スタート地点にあたる日です。

だから昔から「物事を始めるのに良い日」とされてきました。
ここから始めたことは長く続く、とも言われます。

そこに一粒万倍日が重なる。
「始まり」と「増える」が揃う日です。

大げさなことでなくて構いません。
▸ 続けたい習慣をひとつ決める
▸ 積立や貯金の設定をする
▸ 使っていなかったものを使い始める

60日後、この日のことを覚えていたら、
何が続いていて何がやめられたのか見返してみてください。

今日、何を始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",cancelled,,公開されず日付超過のため取りやめ(8/20),failed,2026-08-18 21:05:01,メディア処理エラー
21,2026-08-19 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/19_color_pink.mp4,REELS,"桃色は、日本では「桃の花の色」から来ています。

桃は中国から入ってきた木で、
古くから邪気を払う木とされてきました。
桃太郎が桃から生まれるのも、この考え方が背景にあります。

花が咲くのは、実がなるずっと前。
まだ何も実っていない時期に、いちばん先に色をつける。

桃色が「これから始まる関係」の色とされてきたのは、
このあたりに理由があるのだと思います。

英語のピンクは、ナデシコ（pink）という花の名前が先で、
色の名前になったのは後からです。
どちらも花から来ているのが面白いところです。

3月3日が桃の節句なのも、同じ流れの上にあります。

あなたは桃色を、身につけますか？

#色の意味 #カラー診断 #色占い #開運カラー #スピリチュアル #占い好きな人と繋がりたい #開運",cancelled,,公開されず日付超過のため取りやめ(8/20),failed,2026-08-19 21:05:00,メディア処理エラー
22,2026-08-20 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/20_tora2.mp4,REELS,"今日 8/20（木）は寅の日です。
8月の寅の日は、これで最後になります。

寅は「千里を行って千里を帰る」と言われてきた動物。
出て行ったものが戻ってくる、という意味を持ちます。

金運の話で語られることが多い日ですが、
もともとは「旅」の日でもあります。
無事に帰ってこられる日、という意味です。

出かける予定がある人は、
今日という日を少し味方につけている、と思ってもいいかもしれません。

次の寅の日は9月に入ります。

今日はどこかへ出かけますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",cancelled,,8/20の寅の日に間に合わず取りやめ,cancelled,,
23,2026-08-21 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/21_choice.mp4,REELS,"考えないで選んでください。

金・緑・紫

・
・
・

【金】
動きたい気持ちが強くなっている時期。
大きなことでなくていい。小さな一歩で十分です。

【緑】
整えたい、という感覚が働いています。
緑は再生と調和の色。ひとつ手放すと流れが変わります。

【紫】
考えすぎているのかもしれません。
紫は昔から直感と結びつけられてきた色。
直感のほうが先に答えを知っていることがあります。

どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",posted,2026-08-21 21:05:00,18125350570688564,posted,2026-08-21 21:05:49,18278001940295091
24,2026-08-22 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/22_nemuru.mp4,REELS,"北枕は縁起が悪い、と言われます。
でも、その由来を知ると印象が変わります。

お釈迦さまが亡くなったとき、頭を北に向けていた。
そこから「亡くなった人の向き」とされ、避けられるようになりました。

つまり、悪いことが起きるという話ではなく、
弔いの作法と重なるから避ける、という理由です。

一方でインドでは、北枕はむしろ縁起が良いとされてきました。
同じ向きでも、地域で意味が逆になります。

昔から言われている向きの意味。
▸ 東：始まりの方角。若さや成長と結びつけられる
▸ 南：名声の方角。ただし夏は暑い
▸ 西：落ち着きの方角。休息に向くとされる
▸ 北：静けさの方角

実際のところ、いちばん大事なのは
「窓やドアの位置的に落ち着いて眠れるか」だと思っています。

あなたはどっちを向いて寝ていますか？

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",posted,2026-08-22 21:05:00,18085964444658922,posted,2026-08-22 21:05:44,17992128708001445
25,2026-08-23 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/23_tsuchinoto.mp4,REELS,"今日 8/23（日）は己巳（つちのとみ）の日です。

巳の日は蛇の日。蛇は弁財天の遣いとされてきました。
そのなかでも己巳の日は60日に一度しか巡ってきません。

今日はさらに大安とも重なります。

昔からこの日にされてきたこと。
▸ 弁財天を祀る神社にお参りする
▸ 財布を新しくする、使い始める
▸ お金の流れを見直す

弁財天はもともとインドの川の神さまで、
水の流れる音から、音楽や言葉の神さまにもなりました。
財の神になったのは、そのあとです。

お金だけでなく、言葉を扱う仕事の人にもゆかりのある日です。

次の己巳の日は10月に入ります。
今日、財布の中を一度出してみませんか。

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",posted,2026-08-23 21:05:01,18405709123080440,posted,2026-08-23 21:06:17,18111245660107585
26,2026-08-24 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/24_choice.mp4,REELS,"8月も残り1週間です。
直感で1色選んでください。

茜・青・緑

・
・
・

【茜】
夕焼けの色。区切りの色とされてきました。
やり残したことより、やれたことを数えるほうが向いている時期。

【青】
9月の前に、余白をつくりたい時期。
予定をひとつ減らすと、月の変わり目が楽になります。

【緑】
整理の時期。片づけをひとつだけ。
9月のあなたが助かります。

今週末 8/28 は満月です。
どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",posted,2026-08-24 21:05:00,17901446478555494,posted,2026-08-24 21:05:28,18030173945665104
27,2026-08-25 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/25_ichiryu2.mp4,REELS,"今日 8/25（火）は一粒万倍日です。

8月の一粒万倍日は、今日と 8/30（日）の残り2日になりました。

この日に始めると良いとされること。
▸ 財布の使い始め
▸ 積立や貯金の設定
▸ 習い事の申し込み
▸ 新しい仕事の話を進める

「始める」といっても、大きなことでなくていいと思っています。
続けたい習慣を1つ決めるだけでも、この日の使い方としては十分です。

逆に、増えてほしくないものは
この日に始めないほうがいい、とも言われてきました。

今日、何か小さく始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",posted,2026-08-25 21:05:00,18135104869526856,posted,2026-08-25 21:05:30,18262356577307188
28,2026-08-26 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/26_number.mp4,REELS,"数字に意味がつくのは、だいたい言葉の音からです。

▸ 8
末広がり。漢数字の「八」が下に広がる形だから。
形から意味が生まれた、めずらしい例です。

▸ 4・9
「死」「苦」と音が同じなので避けられてきました。
病院に4号室がないのはこのためです。

▸ 3
安定の数。三本の脚は倒れません。
三種の神器、三権分立、三色旗。区切りに使われます。

▸ 7
ラッキーセブンは西洋から来た考え方。
日本でも七福神、七草、初七日と、区切りによく出てきます。

面白いのは、意味の理由が国ごとにまったく違うことです。
中国では8は「発（お金が増える）」と音が近いから縁起がいい。
日本とは理由が違うのに、結論だけ同じです。

あなたの好きな数字はいくつですか？

#色の意味 #カラー診断 #色占い #開運カラー #スピリチュアル #占い好きな人と繋がりたい #開運",posted,2026-08-26 21:05:00,17898711480568796,posted,2026-08-26 21:05:47,18076845884364110
29,2026-08-27 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/27_choice.mp4,REELS,"明日は満月です。
その前に、直感で1色選んでください。

紫・桃・茜

・
・
・

【紫】
手放すものを、頭ではなく直感で選んでみてください。
紫は昔から内省の色とされてきました。

【桃】
気になっている人がいませんか。
満月の前に、連絡してみるのもいいタイミングです。

【茜】
夕焼けのように、きれいに終わらせたいことがある時期。
締めくくりに向いています。

明日 8/28 の満月は、手放しのタイミングと言われます。
どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",posted,2026-08-27 21:05:00,18190158883400377,posted,2026-08-27 21:05:30,17972602481931108
30,2026-08-28 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/28_mangetsu.mp4,REELS,"今日 8/28（金）は満月です。午後1時18分。

月が満ちきる日。
ここから欠けていくので、昔から「手放し」と結びつけられてきました。

8/13の新月に願いを書いた人は、今日読み返す日です。
半月前に自分が何を書いたか、けっこう忘れているものです。

手放すといっても、大げさなことでなくて大丈夫です。

▸ 使っていないアプリを消す
▸ 読まないメルマガを解除する
▸ 続ける理由がなくなった習慣をやめる
▸ 着ていない服を1枚出す

ひとつ手放すと、次に入る場所ができます。

今日、何を手放しますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",posted,2026-08-28 21:05:00,18074731523402624,posted,2026-08-28 21:06:02,18185475571405567
31,2026-08-29 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/29_furikaeri.mp4,REELS,"8月ももうすぐ終わります。
月末に一度立ち止まると、翌月の入り方が変わります。

紙かスマホのメモに、5つだけ書いてみてください。

1. 今月いちばん良かったことは？
2. 今月やめたことは？
3. 続いていることは？
4. 来月に持ち越したくないものは？
5. 9月に始めたいことは？

3分で終わります。

こういう振り返りは、うまく書こうとすると続きません。
単語だけでも十分です。

来月、また同じ5つを書いてみると、
自分が何を繰り返しているのかが見えてきます。

9月の開運日は、明日まとめてお知らせします。

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",posted,2026-08-29 21:05:00,18104420552213294,posted,2026-08-29 21:05:47,18114613984754656
